MEAN_TEMPERATURE,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,LOCAL_DATE,LOCAL_MONTH,LOCAL_DAY,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,STATION_NAME,TOTAL_RAIN,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,LOCAL_YEAR,MIN_REL_HUMIDITY
"-12,1","30,1","-16,1",2013-02-18 00:00:00,2,18,"-8,1",0,0,1,MONTREAL INTL A,0,0,,2013,
"-5,8","23,8","-11,5",2013-02-19 00:00:00,2,19,"-0,1","6,2",6,1,MONTREAL INTL A,"0,2",0,,2013,
"-6,2","24,2","-11,4",2013-02-20 00:00:00,2,20,-1,5,5,7,MONTREAL INTL A,0,0,,2013,
"-9,7","27,7","-13,4",2013-02-21 00:00:00,2,21,"-5,9",2,2,4,MONTREAL INTL A,0,0,,2013,
-1,19,"-3,3",2013-02-23 00:00:00,2,23,"1,3","7,8","7,8",1,MONTREAL INTL A,0,0,,2013,
"0,6","17,4","0,1",2013-02-24 00:00:00,2,24,"1,1","1,2","1,2",4,MONTREAL INTL A,0,0,,2013,
"0,2","17,8","-1,3",2013-02-25 00:00:00,2,25,"1,6","0,2","0,2",3,MONTREAL INTL A,0,0,,2013,
1,17,"-1,3",2013-02-26 00:00:00,2,26,"3,3",0,0,3,MONTREAL INTL A,0,0,,2013,
"0,1","17,9","-1,2",2013-03-01 00:00:00,3,1,"1,3","2,2","2,2",9,MONTREAL INTL A,0,0,,2013,
"-2,1","20,1","-4,6",2013-03-02 00:00:00,3,2,"0,5","2,6",3,9,MONTREAL INTL A,0,0,,2013,
"-3,3","21,3","-5,2",2013-03-03 00:00:00,3,3,"-1,4","1,2","1,4",12,MONTREAL INTL A,0,0,,2013,
"-5,5","23,5","-7,3",2013-03-04 00:00:00,3,4,"-3,7",2,"1,8",11,MONTREAL INTL A,"0,2",0,,2013,
"-1,5","19,5","-4,6",2013-03-05 00:00:00,3,5,"1,7",1,"0,6",12,MONTREAL INTL A,"0,4",0,,2013,
"1,5","16,5",0,2013-03-06 00:00:00,3,6,3,0,0,11,MONTREAL INTL A,0,0,,2013,
"-0,5","18,5","-1,1",2013-03-07 00:00:00,3,7,"0,2",0,0,9,MONTREAL INTL A,0,0,,2013,
"-0,3","18,3","-4,2",2013-03-08 00:00:00,3,8,"3,7",0,0,7,MONTREAL INTL A,0,0,,2013,
-1,19,"-6,8",2013-03-09 00:00:00,3,9,"4,9",0,0,2,MONTREAL INTL A,0,0,,2013,
3,15,"-2,8",2013-03-10 00:00:00,3,10,"8,7",0,0,2,MONTREAL INTL A,0,0,,2013,
"2,1","15,9","-0,2",2013-03-13 00:00:00,3,13,"4,3",0,0,,MONTREAL INTL A,0,0,,2013,
"-2,7","20,7",-6,2013-03-20 00:00:00,3,20,"0,7","0,6","0,6",27,MONTREAL INTL A,0,0,,2013,
"-2,3","20,3","-5,6",2013-03-21 00:00:00,3,21,1,0,0,24,MONTREAL INTL A,0,0,,2013,
"-3,7","21,7","-6,7",2013-03-22 00:00:00,3,22,"-0,6",0,0,23,MONTREAL INTL A,0,0,,2013,
"-0,5","18,5","-4,6",2013-03-23 00:00:00,3,23,"3,7",0,0,21,MONTREAL INTL A,0,0,,2013,
"-0,1","18,1","-3,6",2013-03-24 00:00:00,3,24,"3,4",0,0,20,MONTREAL INTL A,0,0,,2013,
"0,7","17,3","-4,6",2013-03-25 00:00:00,3,25,6,0,0,18,MONTREAL INTL A,0,0,,2013,
"2,7","15,3","-1,6",2013-03-26 00:00:00,3,26,"6,9",0,0,15,MONTREAL INTL A,0,0,,2013,
3,15,"-1,5",2013-03-27 00:00:00,3,27,"7,5","0,6",0,3,MONTREAL INTL A,"0,6",0,,2013,
5,13,"1,2",2013-03-28 00:00:00,3,28,"8,8",0,0,,MONTREAL INTL A,0,0,,2013,
"4,1","13,9","0,3",2013-03-29 00:00:00,3,29,"7,9",0,0,,MONTREAL INTL A,0,0,,2013,
"3,1","14,9","-2,7",2013-03-30 00:00:00,3,30,"8,9",0,0,,MONTREAL INTL A,0,0,,2013,
"6,1","11,9","0,2",2013-03-31 00:00:00,3,31,"11,9","5,2",0,,MONTREAL INTL A,"5,2",0,,2013,
"0,7","17,3","-5,4",2013-04-01 00:00:00,4,1,"6,7","1,2",0,,MONTREAL INTL A,"1,2",0,,2013,
"-3,9","21,9","-6,7",2013-04-02 00:00:00,4,2,-1,0,0,,MONTREAL INTL A,0,0,,2013,
"-1,3","19,3","-4,7",2013-04-03 00:00:00,4,3,"2,2",0,0,,MONTREAL INTL A,0,0,,2013,
"2,5","15,5","-4,2",2013-04-04 00:00:00,4,4,"9,1",0,0,,MONTREAL INTL A,0,0,,2013,
"-2,1","20,1","-6,3",2013-04-06 00:00:00,4,6,"2,2",0,0,,MONTREAL INTL A,0,0,,2013,
"6,9","11,1","0,7",2013-04-07 00:00:00,4,7,13,"0,8",0,,MONTREAL INTL A,"0,8",0,,2013,
"5,7","12,3","2,6",2013-04-08 00:00:00,4,8,"8,8","2,6",0,,MONTREAL INTL A,"2,6",0,,2013,
"5,2","12,8","1,7",2013-04-09 00:00:00,4,9,"8,7",13,0,,MONTREAL INTL A,13,0,,2013,
"5,4","12,6","1,1",2013-04-10 00:00:00,4,10,"9,6",0,0,,MONTREAL INTL A,0,0,,2013,
"1,1","16,9","-1,6",2013-04-11 00:00:00,4,11,"3,8",0,0,,MONTREAL INTL A,0,0,,2013,
5,13,"1,2",2013-04-14 00:00:00,4,14,"8,7",0,0,1,MONTREAL INTL A,0,0,,2013,
6,12,"-1,4",2013-04-15 00:00:00,4,15,"13,4",0,0,,MONTREAL INTL A,0,0,,2013,
"9,8","8,2","5,8",2013-04-16 00:00:00,4,16,"13,7",9,0,,MONTREAL INTL A,9,0,,2013,
"8,4","9,6","3,3",2013-04-17 00:00:00,4,17,"13,4",0,0,,MONTREAL INTL A,0,0,,2013,
"10,1","7,9","3,7",2013-04-18 00:00:00,4,18,"16,4","0,6",0,,MONTREAL INTL A,"0,6",0,,2013,
14,4,"6,4",2013-04-19 00:00:00,4,19,"21,5","3,8",0,,MONTREAL INTL A,"3,8",0,,2013,
"4,4","13,6","-0,4",2013-04-20 00:00:00,4,20,"9,1","0,8",0,,MONTREAL INTL A,"0,8",0,,2013,
2,16,"-2,4",2013-04-21 00:00:00,4,21,"6,4",0,0,,MONTREAL INTL A,0,0,,2013,
"6,8","11,2","-0,5",2013-04-22 00:00:00,4,22,14,0,0,,MONTREAL INTL A,0,0,,2013,
"8,8","9,2",3,2013-04-23 00:00:00,4,23,"14,6",0,0,,MONTREAL INTL A,0,0,,2013,
"7,1","10,9","3,2",2013-04-25 00:00:00,4,25,11,0,0,,MONTREAL INTL A,0,0,,2013,
"6,7","11,3","2,2",2013-04-26 00:00:00,4,26,"11,1","0,6",0,,MONTREAL INTL A,"0,6",0,,2013,
9,9,"2,2",2013-04-27 00:00:00,4,27,"15,7",0,0,,MONTREAL INTL A,0,0,,2013,
"12,5","5,5","3,8",2013-04-28 00:00:00,4,28,"21,2",0,0,,MONTREAL INTL A,0,0,,2013,
"14,9","3,1","9,2",2013-04-29 00:00:00,4,29,"20,6",0,0,,MONTREAL INTL A,0,0,,2013,
"16,9","1,1","11,6",2013-04-30 00:00:00,4,30,"22,1",0,0,,MONTREAL INTL A,0,0,,2013,
"17,9","0,1","9,7",2013-05-01 00:00:00,5,1,"26,1",0,0,,MONTREAL INTL A,0,0,,2013,
"17,8","0,2","10,8",2013-05-02 00:00:00,5,2,"24,8",0,0,,MONTREAL INTL A,0,0,,2013,
"15,3","2,7",8,2013-05-03 00:00:00,5,3,"22,6",0,0,,MONTREAL INTL A,0,0,,2013,
"16,9","1,1","9,3",2013-05-04 00:00:00,5,4,"24,5",1,0,,MONTREAL INTL A,1,0,,2013,
"18,6",0,"10,5",2013-05-05 00:00:00,5,5,"26,6",0,0,,MONTREAL INTL A,0,"0,6",,2013,
"19,7",0,"12,4",2013-05-06 00:00:00,5,6,27,0,0,,MONTREAL INTL A,0,"1,7",,2013,
"20,1",0,"12,3",2013-05-07 00:00:00,5,7,"27,9",0,0,,MONTREAL INTL A,0,"2,1",,2013,
"20,3",0,"11,8",2013-05-08 00:00:00,5,8,"28,7","0,6",0,,MONTREAL INTL A,"0,6","2,3",,2013,
"20,5",0,"16,4",2013-05-09 00:00:00,5,9,"24,5",0,0,,MONTREAL INTL A,0,"2,5",,2013,
"15,6","2,4","10,8",2013-05-10 00:00:00,5,10,"20,3",1,0,,MONTREAL INTL A,1,0,,2013,
"8,5","9,5","3,5",2013-05-12 00:00:00,5,12,"13,4","0,6",0,,MONTREAL INTL A,"0,6",0,,2013,
"10,8","7,2","4,6",2013-05-15 00:00:00,5,15,"16,9","1,6",0,,MONTREAL INTL A,"1,6",0,,2013,
"13,4","4,6","9,2",2013-05-16 00:00:00,5,16,"17,5",0,0,,MONTREAL INTL A,0,0,,2013,
"13,5","4,5","6,6",2013-05-17 00:00:00,5,17,"20,4",0,0,,MONTREAL INTL A,0,0,,2013,
"14,3","3,7","6,7",2013-05-18 00:00:00,5,18,"21,9",0,0,,MONTREAL INTL A,0,0,,2013,
"14,4","3,6","8,5",2013-05-19 00:00:00,5,19,"20,3",4,0,,MONTREAL INTL A,4,0,,2013,
"18,1",0,"13,5",2013-05-20 00:00:00,5,20,"22,6","3,8",0,,MONTREAL INTL A,"3,8","0,1",,2013,
"16,4","1,6","13,4",2013-05-21 00:00:00,5,21,"19,3","5,5",0,,MONTREAL INTL A,"5,5",0,,2013,
"18,1",0,"12,7",2013-05-22 00:00:00,5,22,"23,4","6,7",0,,MONTREAL INTL A,"6,7","0,1",,2013,
"16,1","1,9","9,8",2013-05-23 00:00:00,5,23,"22,4","6,8",0,,MONTREAL INTL A,"6,8",0,,2013,
"9,2","8,8","7,4",2013-05-24 00:00:00,5,24,"10,9","8,8",0,,MONTREAL INTL A,"8,8",0,,2013,
"8,1","9,9","6,7",2013-05-25 00:00:00,5,25,"9,4","15,8",0,,MONTREAL INTL A,"15,8",0,,2013,
"8,5","9,5","4,2",2013-05-26 00:00:00,5,26,"12,7","14,2",0,,MONTREAL INTL A,"14,2",0,,2013,
"12,2","5,8","3,9",2013-05-27 00:00:00,5,27,"20,5",0,0,,MONTREAL INTL A,0,0,,2013,
"15,1","2,9","7,2",2013-05-28 00:00:00,5,28,"22,9",0,0,,MONTREAL INTL A,0,0,,2013,
"17,6","0,4","14,3",2013-05-29 00:00:00,5,29,"20,8","20,4",0,,MONTREAL INTL A,"20,4",0,,2013,
"21,7",0,"15,5",2013-05-30 00:00:00,5,30,"27,8",0,0,,MONTREAL INTL A,0,"3,7",,2013,
"25,4",0,"19,1",2013-05-31 00:00:00,5,31,"31,6",0,0,,MONTREAL INTL A,0,"7,4",,2013,
"24,8",0,"19,9",2013-06-01 00:00:00,6,1,"29,7","12,2",0,,MONTREAL INTL A,"12,2","6,8",,2013,
"22,5",0,"18,9",2013-06-02 00:00:00,6,2,"26,1","12,4",0,,MONTREAL INTL A,"12,4","4,5",,2013,
"13,6","4,4","8,8",2013-06-04 00:00:00,6,4,"18,3",0,0,,MONTREAL INTL A,0,0,,2013,
13,5,"6,8",2013-06-05 00:00:00,6,5,"19,2",0,0,,MONTREAL INTL A,0,0,,2013,
13,5,"10,1",2013-06-06 00:00:00,6,6,"15,9","8,4",0,,MONTREAL INTL A,"8,4",0,,2013,
"13,3","4,7","11,7",2013-06-07 00:00:00,6,7,"14,9","9,6",0,,MONTREAL INTL A,"9,6",0,,2013,
"13,9","4,1","11,5",2013-06-08 00:00:00,6,8,"16,3","4,8",0,,MONTREAL INTL A,"4,8",0,,2013,
20,0,"14,8",2013-06-09 00:00:00,6,9,"25,1",0,0,,MONTREAL INTL A,0,2,,2013,
"19,4",0,"13,5",2013-06-10 00:00:00,6,10,"25,3",1,0,,MONTREAL INTL A,1,"1,4",,2013,
"16,7","1,3","10,1",2013-06-13 00:00:00,6,13,"23,2",0,0,,MONTREAL INTL A,0,0,,2013,
"19,4",0,"12,6",2013-06-14 00:00:00,6,14,"26,2",0,0,,MONTREAL INTL A,0,"1,4",,2013,
"17,2","0,8",10,2013-06-15 00:00:00,6,15,"24,4",0,0,,MONTREAL INTL A,0,0,,2013,
"15,5","2,5","12,5",2013-06-16 00:00:00,6,16,"18,5","11,8",0,,MONTREAL INTL A,"11,8",0,,2013,
"15,2","2,8","9,5",2013-06-17 00:00:00,6,17,"20,9","0,4",0,,MONTREAL INTL A,"0,4",0,,2013,
"15,1","2,9",9,2013-06-18 00:00:00,6,18,"21,1",0,0,,MONTREAL INTL A,0,0,,2013,
"14,6","3,4","8,9",2013-06-19 00:00:00,6,19,"20,3",0,0,,MONTREAL INTL A,0,0,,2013,
"17,1","0,9","10,8",2013-06-20 00:00:00,6,20,"23,3",0,0,,MONTREAL INTL A,0,0,,2013,
"20,9",0,"14,9",2013-06-21 00:00:00,6,21,"26,9",0,0,,MONTREAL INTL A,0,"2,9",,2013,
"19,1",0,"18,2",2013-06-22 00:00:00,6,22,"19,9","12,6",0,,MONTREAL INTL A,"12,6","1,1",,2013,
"21,7",0,"18,4",2013-06-23 00:00:00,6,23,"24,9","3,2",0,,MONTREAL INTL A,"3,2","3,7",,2013,
,,"21,1",2013-06-24 00:00:00,6,24,,,,,MONTREAL INTL A,,,,2013,
25,0,"21,1",2013-06-25 00:00:00,6,25,"28,9","5,2",0,,MONTREAL INTL A,"5,2",7,,2013,
"20,1",0,"15,5",2013-06-26 00:00:00,6,26,"24,7",0,0,,MONTREAL INTL A,0,"2,1",,2013,
"19,9",0,"14,7",2013-06-27 00:00:00,6,27,25,0,0,,MONTREAL INTL A,0,"1,9",,2013,
"14,8","3,2","13,7",2013-06-28 00:00:00,6,28,"15,8","18,4",0,,MONTREAL INTL A,"18,4",0,,2013,
"18,8",0,"15,5",2013-06-29 00:00:00,6,29,22,0,0,,MONTREAL INTL A,0,"0,8",,2013,
"20,3",0,16,2013-06-30 00:00:00,6,30,"24,6",0,0,,MONTREAL INTL A,0,"2,3",,2013,
"19,8",0,"15,8",2013-07-01 00:00:00,7,1,"23,7","0,8",0,,MONTREAL INTL A,"0,8","1,8",,2013,
"18,5",0,"16,1",2013-07-02 00:00:00,7,2,"20,9",0,0,,MONTREAL INTL A,0,"0,5",,2013,
"21,6",0,"17,1",2013-07-03 00:00:00,7,3,"26,1",0,0,,MONTREAL INTL A,0,"3,6",,2013,
"24,4",0,"19,2",2013-07-04 00:00:00,7,4,"29,6",0,0,,MONTREAL INTL A,0,"6,4",,2013,
"25,7",0,"21,4",2013-07-05 00:00:00,7,5,30,2,0,,MONTREAL INTL A,2,"7,7",,2013,
"26,1",0,"22,1",2013-07-06 00:00:00,7,6,30,0,0,,MONTREAL INTL A,0,"8,1",,2013,
"22,5",0,"18,7",2013-07-07 00:00:00,7,7,"26,2","8,2",0,,MONTREAL INTL A,"8,2","4,5",,2013,
"21,6",0,"17,1",2013-07-08 00:00:00,7,8,26,"1,4",0,,MONTREAL INTL A,"1,4","3,6",,2013,
"24,1",0,19,2013-07-09 00:00:00,7,9,"29,2",0,0,,MONTREAL INTL A,0,"6,1",,2013,
"25,1",0,"21,6",2013-07-10 00:00:00,7,10,"28,5","3,6",0,,MONTREAL INTL A,"3,6","7,1",,2013,
"21,4",0,"16,1",2013-07-11 00:00:00,7,11,"26,6",0,0,,MONTREAL INTL A,0,"3,4",,2013,
20,0,"14,3",2013-07-12 00:00:00,7,12,"25,7",0,0,,MONTREAL INTL A,0,2,,2013,
"22,1",0,"14,6",2013-07-13 00:00:00,7,13,"29,5",0,0,,MONTREAL INTL A,0,"4,1",,2013,
"25,8",0,"20,5",2013-07-14 00:00:00,7,14,"31,1",0,0,,MONTREAL INTL A,0,"7,8",,2013,
"27,7",0,"22,2",2013-07-15 00:00:00,7,15,"33,1",0,0,,MONTREAL INTL A,0,"9,7",,2013,
"26,2",0,"20,9",2013-07-16 00:00:00,7,16,"31,5",0,0,,MONTREAL INTL A,0,"8,2",,2013,
"25,6",0,21,2013-07-18 00:00:00,7,18,"30,2","3,2",0,,MONTREAL INTL A,"3,2","7,6",,2013,
"27,3",0,"21,3",2013-07-19 00:00:00,7,19,"33,2",23,0,,MONTREAL INTL A,23,"9,3",,2013,
"22,6",0,"16,9",2013-07-20 00:00:00,7,20,"28,3","5,6",0,,MONTREAL INTL A,"5,6","4,6",,2013,
18,0,"14,1",2013-07-21 00:00:00,7,21,"21,8",0,0,,MONTREAL INTL A,0,0,,2013,
19,0,"12,6",2013-07-22 00:00:00,7,22,"25,3",0,0,,MONTREAL INTL A,0,1,,2013,
23,0,"18,5",2013-07-23 00:00:00,7,23,"27,5","12,4",0,,MONTREAL INTL A,"12,4",5,,2013,
"16,1","1,9","10,4",2013-07-24 00:00:00,7,24,"21,7",0,0,,MONTREAL INTL A,0,0,,2013,
"15,8","2,2","9,1",2013-07-25 00:00:00,7,25,"22,5",0,0,,MONTREAL INTL A,0,0,,2013,
"18,6",0,"12,6",2013-07-26 00:00:00,7,26,"24,6",0,0,,MONTREAL INTL A,0,"0,6",,2013,
"20,4",0,"14,1",2013-07-27 00:00:00,7,27,"26,6",0,0,,MONTREAL INTL A,0,"2,4",,2013,
20,0,"16,4",2013-07-29 00:00:00,7,29,"23,5","3,6",0,,MONTREAL INTL A,"3,6",2,,2013,
"19,2",0,"14,1",2013-07-30 00:00:00,7,30,"24,2",0,0,,MONTREAL INTL A,0,"1,2",,2013,
"21,3",0,16,2013-07-31 00:00:00,7,31,"26,6",0,0,,MONTREAL INTL A,0,"3,3",,2013,
"22,4",0,"18,1",2013-08-01 00:00:00,8,1,"26,7","9,4",0,,MONTREAL INTL A,"9,4","4,4",,2013,
"21,7",0,"17,8",2013-08-02 00:00:00,8,2,"25,6","0,2",0,,MONTREAL INTL A,"0,2","3,7",,2013,
"19,5",0,"15,9",2013-08-03 00:00:00,8,3,"23,1","1,4",0,,MONTREAL INTL A,"1,4","1,5",,2013,
,,"14,2",2013-08-04 00:00:00,8,4,,,,,MONTREAL INTL A,,,,2013,
"16,9","1,1",11,2013-08-05 00:00:00,8,5,"22,7",0,0,,MONTREAL INTL A,0,0,,2013,
"19,6",0,"13,7",2013-08-06 00:00:00,8,6,"25,4",0,0,,MONTREAL INTL A,0,"1,6",,2013,
"21,8",0,"16,3",2013-08-07 00:00:00,8,7,"27,2","0,4",0,,MONTREAL INTL A,"0,4","3,8",,2013,
"24,1",0,"20,1",2013-08-08 00:00:00,8,8,28,0,0,,MONTREAL INTL A,0,"6,1",,2013,
"22,8",0,"19,4",2013-08-09 00:00:00,8,9,"26,2",6,0,,MONTREAL INTL A,6,"4,8",,2013,
"18,7",0,15,2013-08-10 00:00:00,8,10,"22,3",0,0,,MONTREAL INTL A,0,"0,7",,2013,
"19,2",0,"13,4",2013-08-11 00:00:00,8,11,25,0,0,,MONTREAL INTL A,0,"1,2",,2013,
21,0,"15,7",2013-08-12 00:00:00,8,12,"26,3",0,0,,MONTREAL INTL A,0,3,,2013,
"20,2",0,16,2013-08-13 00:00:00,8,13,"24,4","12,6",0,,MONTREAL INTL A,"12,6","2,2",,2013,
"17,3","0,7",14,2013-08-14 00:00:00,8,14,"20,6","2,8",0,,MONTREAL INTL A,"2,8",0,,2013,
"18,4",0,13,2013-08-15 00:00:00,8,15,"23,7",0,0,,MONTREAL INTL A,0,"0,4",,2013,
"19,1",0,"14,6",2013-08-16 00:00:00,8,16,"23,5",0,0,,MONTREAL INTL A,0,"1,1",,2013,
"17,6","0,4","11,6",2013-08-17 00:00:00,8,17,"23,6",0,0,,MONTREAL INTL A,0,0,,2013,
"20,5",0,"13,9",2013-08-18 00:00:00,8,18,27,0,0,,MONTREAL INTL A,0,"2,5",,2013,
"22,4",0,"16,9",2013-08-19 00:00:00,8,19,"27,8",0,0,,MONTREAL INTL A,0,"4,4",,2013,
"23,4",0,"18,3",2013-08-20 00:00:00,8,20,"28,5",0,0,,MONTREAL INTL A,0,"5,4",,2013,
"24,4",0,"19,4",2013-08-21 00:00:00,8,21,"29,4",0,0,,MONTREAL INTL A,0,"6,4",,2013,
"20,2",0,"16,7",2013-08-22 00:00:00,8,22,"23,7","8,2",0,,MONTREAL INTL A,"8,2","2,2",,2013,
"18,4",0,"13,5",2013-08-23 00:00:00,8,23,"23,2",0,0,,MONTREAL INTL A,0,"0,4",,2013,
"17,1","0,9","10,3",2013-08-24 00:00:00,8,24,"23,8",0,0,,MONTREAL INTL A,0,0,,2013,
"19,3",0,"13,4",2013-08-25 00:00:00,8,25,"25,2","5,2",0,,MONTREAL INTL A,"5,2","1,3",,2013,
"20,7",0,"17,1",2013-08-26 00:00:00,8,26,"24,3",0,0,,MONTREAL INTL A,0,"2,7",,2013,
"22,4",0,"18,8",2013-08-27 00:00:00,8,27,26,0,0,,MONTREAL INTL A,0,"4,4",,2013,
"23,9",0,"18,1",2013-08-28 00:00:00,8,28,"29,7",4,0,,MONTREAL INTL A,4,"5,9",,2013,
"20,3",0,"16,1",2013-08-29 00:00:00,8,29,"24,4",0,0,,MONTREAL INTL A,0,"2,3",,2013,
"20,8",0,"15,2",2013-08-30 00:00:00,8,30,"26,3","17,8",0,,MONTREAL INTL A,"17,8","2,8",,2013,
"21,5",0,19,2013-08-31 00:00:00,8,31,24,0,0,,MONTREAL INTL A,0,"3,5",,2013,
"22,4",0,"17,8",2013-09-01 00:00:00,9,1,"26,9",0,0,,MONTREAL INTL A,0,"4,4",,2013,
"19,1",0,"15,6",2013-09-02 00:00:00,9,2,"22,5","20,4",0,,MONTREAL INTL A,"20,4","1,1",,2013,
"19,1",0,"15,9",2013-09-03 00:00:00,9,3,"22,3",0,0,,MONTREAL INTL A,0,"1,1",,2013,
"15,1","2,9","11,1",2013-09-04 00:00:00,9,4,19,"0,2",0,,MONTREAL INTL A,"0,2",0,,2013,
"13,2","4,8","8,9",2013-09-05 00:00:00,9,5,"17,4",0,0,,MONTREAL INTL A,0,0,,2013,
"13,2","4,8","6,2",2013-09-06 00:00:00,9,6,"20,1",0,0,,MONTREAL INTL A,0,0,,2013,
"18,7",0,"15,5",2013-09-07 00:00:00,9,7,"21,9",0,0,,MONTREAL INTL A,0,"0,7",,2013,
13,5,"8,2",2013-09-08 00:00:00,9,8,"17,7",0,0,,MONTREAL INTL A,0,0,,2013,
"13,9","4,1","7,8",2013-09-09 00:00:00,9,9,20,0,0,,MONTREAL INTL A,0,0,,2013,
17,1,"14,5",2013-09-10 00:00:00,9,10,"19,4","8,8",0,,MONTREAL INTL A,"8,8",0,,2013,
"23,2",0,"15,6",2013-09-11 00:00:00,9,11,"30,8","9,4",0,,MONTREAL INTL A,"9,4","5,2",,2013,
"20,6",0,"17,5",2013-09-12 00:00:00,9,12,"23,7","23,8",0,,MONTREAL INTL A,"23,8","2,6",,2013,
"14,5","3,5","11,5",2013-09-13 00:00:00,9,13,"17,5","3,6",0,,MONTREAL INTL A,"3,6",0,,2013,
"12,1","5,9","9,2",2013-09-14 00:00:00,9,14,15,0,0,,MONTREAL INTL A,0,0,,2013,
"14,1","3,9","9,2",2013-09-15 00:00:00,9,15,"18,9","2,4",0,,MONTREAL INTL A,"2,4",0,,2013,
"9,4","8,6","5,3",2013-09-16 00:00:00,9,16,"13,5","9,6",0,,MONTREAL INTL A,"9,6",0,,2013,
"10,8","7,2","4,3",2013-09-17 00:00:00,9,17,"17,3",0,0,,MONTREAL INTL A,0,0,,2013,
"14,1","3,9","7,8",2013-09-18 00:00:00,9,18,"20,3",0,0,,MONTREAL INTL A,0,0,,2013,
"15,9","2,1","8,8",2013-09-19 00:00:00,9,19,23,0,0,,MONTREAL INTL A,0,0,,2013,
"19,2",0,"12,7",2013-09-20 00:00:00,9,20,"25,7",0,0,,MONTREAL INTL A,0,"1,2",,2013,
"18,3",0,"15,4",2013-09-21 00:00:00,9,21,"21,1","10,8",0,,MONTREAL INTL A,"10,8","0,3",,2013,
"11,1","6,9","6,8",2013-09-22 00:00:00,9,22,"15,4",7,0,,MONTREAL INTL A,7,0,,2013,
"9,3","8,7","5,5",2013-09-23 00:00:00,9,23,13,0,0,,MONTREAL INTL A,0,0,,2013,
13,5,"7,2",2013-09-24 00:00:00,9,24,"18,8",0,0,,MONTREAL INTL A,0,0,,2013,
12,6,"5,9",2013-09-25 00:00:00,9,25,18,0,0,,MONTREAL INTL A,0,0,,2013,
"11,9","6,1","5,9",2013-09-26 00:00:00,9,26,"17,9",0,0,,MONTREAL INTL A,0,0,,2013,
"14,6","3,4","9,3",2013-09-27 00:00:00,9,27,"19,8",0,0,,MONTREAL INTL A,0,0,,2013,
"15,2","2,8","8,1",2013-09-28 00:00:00,9,28,"22,3",0,0,,MONTREAL INTL A,0,0,,2013,
"16,7","1,3","10,3",2013-09-29 00:00:00,9,29,23,0,0,,MONTREAL INTL A,0,0,,2013,
"16,7","1,3",10,2013-09-30 00:00:00,9,30,"23,3",0,0,,MONTREAL INTL A,0,0,,2013,
"17,3","0,7","11,4",2013-10-01 00:00:00,10,1,"23,2",0,0,,MONTREAL INTL A,0,0,,2013,
"18,5",0,"12,3",2013-10-02 00:00:00,10,2,"24,6",0,0,,MONTREAL INTL A,0,"0,5",,2013,
"15,1","2,9","9,3",2013-10-03 00:00:00,10,3,"20,9",0,0,,MONTREAL INTL A,0,0,,2013,
15,3,"12,6",2013-10-04 00:00:00,10,4,"17,4",0,0,,MONTREAL INTL A,0,0,,2013,
"14,3","3,7","11,3",2013-10-05 00:00:00,10,5,"17,3",0,0,,MONTREAL INTL A,0,0,,2013,
"11,5","6,5","7,7",2013-10-06 00:00:00,10,6,"15,2","6,2",0,,MONTREAL INTL A,"6,2",0,,2013,
"10,4","7,6","6,4",2013-10-08 00:00:00,10,8,"14,3",0,0,,MONTREAL INTL A,0,0,,2013,
"10,8","7,2",4,2013-10-09 00:00:00,10,9,"17,5",0,0,,MONTREAL INTL A,0,0,,2013,
"12,5","5,5","5,6",2013-10-10 00:00:00,10,10,"19,3",0,0,,MONTREAL INTL A,0,0,,2013,
"13,8","4,2",6,2013-10-11 00:00:00,10,11,"21,6",0,0,,MONTREAL INTL A,0,0,,2013,
"15,4","2,6","8,6",2013-10-12 00:00:00,10,12,"22,1",0,0,,MONTREAL INTL A,0,0,,2013,
"14,2","3,8","8,3",2013-10-13 00:00:00,10,13,"20,1",0,0,,MONTREAL INTL A,0,0,,2013,
"13,8","4,2","9,9",2013-10-14 00:00:00,10,14,"17,7","3,4",0,,MONTREAL INTL A,"3,4",0,,2013,
"13,7","4,3","11,2",2013-10-15 00:00:00,10,15,"16,2",0,0,,MONTREAL INTL A,0,0,,2013,
"15,9","2,1","13,5",2013-10-16 00:00:00,10,16,"18,3","12,2",0,,MONTREAL INTL A,"12,2",0,,2013,
"14,6","3,4","11,8",2013-10-17 00:00:00,10,17,"17,4","4,6",0,,MONTREAL INTL A,"4,6",0,,2013,
"12,1","5,9","8,9",2013-10-18 00:00:00,10,18,"15,3","1,8",0,,MONTREAL INTL A,"1,8",0,,2013,
"10,7","7,3","5,6",2013-10-19 00:00:00,10,19,"15,8","6,4",0,,MONTREAL INTL A,"6,4",0,,2013,
"7,3","10,7","1,9",2013-10-20 00:00:00,10,20,"12,7",1,0,,MONTREAL INTL A,1,0,,2013,
"8,4","9,6","1,6",2013-10-21 00:00:00,10,21,"15,1","0,2",0,,MONTREAL INTL A,"0,2",0,,2013,
"9,6","8,4","5,6",2013-10-22 00:00:00,10,22,"13,6","2,2",0,,MONTREAL INTL A,"2,2",0,,2013,
"5,1","12,9","1,1",2013-10-23 00:00:00,10,23,"9,1",0,0,,MONTREAL INTL A,0,0,,2013,
