MEAN_TEMPERATURE,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,LOCAL_DATE,LOCAL_MONTH,LOCAL_DAY,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,STATION_NAME,TOTAL_RAIN,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,LOCAL_YEAR,MIN_REL_HUMIDITY
"4,9","13,1",0,2021-04-26 00:00:00,4,26,"9,8",0,0,,MONTREAL INTL A,0,0,62,2021,30
"8,5","9,5",1,2021-04-27 00:00:00,4,27,"15,9",0,0,,MONTREAL INTL A,0,0,60,2021,16
"12,9","5,1","8,1",2021-04-28 00:00:00,4,28,"17,7","5,4",0,,MONTREAL INTL A,"5,4",0,93,2021,28
"13,7","4,3","9,3",2021-04-29 00:00:00,4,29,18,"1,2",0,,MONTREAL INTL A,"1,2",0,93,2021,45
"7,8","10,2","3,2",2021-04-30 00:00:00,4,30,"12,4","29,8",0,,MONTREAL INTL A,"29,8",0,94,2021,76
6,12,"1,7",2021-05-01 00:00:00,5,1,"10,3","0,6",0,,MONTREAL INTL A,"0,6",0,87,2021,31
"10,2","7,8","4,1",2021-05-02 00:00:00,5,2,"16,3",0,0,,MONTREAL INTL A,0,0,85,2021,32
7,11,"4,6",2021-05-03 00:00:00,5,3,"9,3","0,2",0,,MONTREAL INTL A,"0,2",0,,2021,
"11,5","6,5","9,1",2021-05-04 00:00:00,5,4,"13,9","0,6",0,,MONTREAL INTL A,"0,6",0,91,2021,47
"10,6","7,4","8,9",2021-05-05 00:00:00,5,5,"12,3","1,4",0,,MONTREAL INTL A,"1,4",0,97,2021,69
"9,7","8,3","4,1",2021-05-06 00:00:00,5,6,"15,3",0,0,,MONTREAL INTL A,0,0,66,2021,24
"9,7","8,3","3,6",2021-05-07 00:00:00,5,7,"15,7",0,0,,MONTREAL INTL A,0,0,67,2021,31
"11,6","6,4","7,3",2021-05-08 00:00:00,5,8,"15,9",0,0,,MONTREAL INTL A,0,0,91,2021,32
"11,1","6,9","5,4",2021-05-09 00:00:00,5,9,"16,7",0,0,,MONTREAL INTL A,0,0,92,2021,30
"11,2","6,8","4,8",2021-05-10 00:00:00,5,10,"17,5","0,4",0,,MONTREAL INTL A,"0,4",0,80,2021,44
"9,7","8,3","6,3",2021-05-11 00:00:00,5,11,"13,1","1,4",0,,MONTREAL INTL A,"1,4",0,88,2021,53
"11,5","6,5","5,7",2021-05-12 00:00:00,5,12,"17,2",0,0,,MONTREAL INTL A,0,0,90,2021,26
"13,3","4,7","5,3",2021-05-13 00:00:00,5,13,"21,2",0,0,,MONTREAL INTL A,0,0,68,2021,25
"17,4","0,6","10,5",2021-05-14 00:00:00,5,14,"24,2",0,0,,MONTREAL INTL A,0,0,67,2021,19
"17,3","0,7","9,8",2021-05-15 00:00:00,5,15,"24,7",0,0,,MONTREAL INTL A,0,0,55,2021,21
"15,9","2,1","7,9",2021-05-16 00:00:00,5,16,"23,9","0,6",0,,MONTREAL INTL A,"0,6",0,77,2021,31
"17,7","0,3","9,4",2021-05-17 00:00:00,5,17,26,0,0,,MONTREAL INTL A,0,0,90,2021,20
"19,8",0,"13,7",2021-05-18 00:00:00,5,18,"25,9",0,0,,MONTREAL INTL A,0,"1,8",65,2021,25
"19,1",0,"10,7",2021-05-19 00:00:00,5,19,"27,5",0,0,,MONTREAL INTL A,0,"1,1",74,2021,22
"23,3",0,"15,8",2021-05-20 00:00:00,5,20,"30,8",0,0,,MONTREAL INTL A,0,"5,3",72,2021,28
"25,4",0,"19,3",2021-05-21 00:00:00,5,21,"31,5",0,0,,MONTREAL INTL A,0,"7,4",71,2021,37
"23,5",0,"18,4",2021-05-22 00:00:00,5,22,"28,6","0,2",0,,MONTREAL INTL A,"0,2","5,5",93,2021,51
"15,8","2,2","10,9",2021-05-23 00:00:00,5,23,"20,7",0,0,,MONTREAL INTL A,0,0,90,2021,29
14,4,7,2021-05-24 00:00:00,5,24,"20,9",0,0,,MONTREAL INTL A,0,0,62,2021,23
"19,7",0,"11,5",2021-05-25 00:00:00,5,25,"27,8","3,2",0,,MONTREAL INTL A,"3,2","1,7",87,2021,56
"24,5",0,"18,6",2021-05-26 00:00:00,5,26,"30,4",1,0,,MONTREAL INTL A,1,"6,5",84,2021,45
"12,2","5,8","5,7",2021-05-27 00:00:00,5,27,"18,7",0,0,,MONTREAL INTL A,0,0,66,2021,30
"8,4","9,6","3,3",2021-05-28 00:00:00,5,28,"13,4",0,0,,MONTREAL INTL A,0,0,64,2021,27
"11,4","6,6","4,9",2021-05-29 00:00:00,5,29,"17,9",0,0,,MONTREAL INTL A,0,0,70,2021,18
"13,4","4,6","7,1",2021-05-30 00:00:00,5,30,"19,7",2,0,,MONTREAL INTL A,2,0,85,2021,29
"15,7","2,3","10,2",2021-05-31 00:00:00,5,31,"21,1",0,0,,MONTREAL INTL A,0,0,88,2021,41
19,0,"12,5",2021-06-01 00:00:00,6,1,"25,5",2,0,,MONTREAL INTL A,2,1,76,2021,31
20,0,"12,5",2021-06-02 00:00:00,6,2,"27,5",0,0,,MONTREAL INTL A,0,2,79,2021,25
"17,6","0,4",16,2021-06-03 00:00:00,6,3,"19,1","5,6",0,,MONTREAL INTL A,"5,6",0,95,2021,70
"22,2",0,17,2021-06-04 00:00:00,6,4,"27,4",0,0,,MONTREAL INTL A,0,"4,2",93,2021,44
"22,6",0,"17,8",2021-06-05 00:00:00,6,5,"27,4","14,8",0,,MONTREAL INTL A,"14,8","4,6",92,2021,57
"24,5",0,"17,7",2021-06-06 00:00:00,6,6,"31,2",0,0,,MONTREAL INTL A,0,"6,5",93,2021,44
"27,4",0,"22,4",2021-06-07 00:00:00,6,7,"32,3",0,0,,MONTREAL INTL A,0,"9,4",73,2021,41
"26,5",0,"23,1",2021-06-08 00:00:00,6,8,"29,9",0,0,,MONTREAL INTL A,0,"8,5",84,2021,63
"23,8",0,"17,7",2021-06-09 00:00:00,6,9,"29,9",0,0,,MONTREAL INTL A,0,"5,8",91,2021,20
"17,9","0,1","13,2",2021-06-10 00:00:00,6,10,"22,6",0,0,,MONTREAL INTL A,0,0,50,2021,26
"19,9",0,"15,1",2021-06-11 00:00:00,6,11,"24,7","0,2",0,,MONTREAL INTL A,"0,2","1,9",70,2021,33
,,,2021-06-12 00:00:00,6,12,,0,0,,MONTREAL INTL A,0,,89,2021,23
"21,6",0,"14,4",2021-06-13 00:00:00,6,13,"28,8","3,4",0,,MONTREAL INTL A,"3,4","3,6",89,2021,24
"20,6",0,"17,5",2021-06-14 00:00:00,6,14,"23,6","8,6",0,,MONTREAL INTL A,"8,6","2,6",92,2021,65
"18,4",0,13,2021-06-15 00:00:00,6,15,"23,8","0,2",0,,MONTREAL INTL A,"0,2","0,4",88,2021,49
"16,1","1,9","10,5",2021-06-16 00:00:00,6,16,"21,6",0,0,,MONTREAL INTL A,0,0,70,2021,32
"18,4",0,"11,7",2021-06-17 00:00:00,6,17,"25,1",0,0,,MONTREAL INTL A,0,"0,4",70,2021,21
"21,2",0,"16,6",2021-06-18 00:00:00,6,18,"25,8","5,8",0,,MONTREAL INTL A,"5,8","3,2",96,2021,38
"21,8",0,"17,1",2021-06-19 00:00:00,6,19,"26,5","2,2",0,,MONTREAL INTL A,"2,2","3,8",95,2021,39
"22,2",0,"16,5",2021-06-20 00:00:00,6,20,"27,9",0,0,,MONTREAL INTL A,0,"4,2",81,2021,37
"24,5",0,"18,9",2021-06-21 00:00:00,6,21,"30,1","4,4",0,,MONTREAL INTL A,"4,4","6,5",87,2021,61
"15,8","2,2","9,8",2021-06-22 00:00:00,6,22,"21,7",0,0,,MONTREAL INTL A,0,0,79,2021,51
"15,6","2,4","9,2",2021-06-23 00:00:00,6,23,"21,9",0,0,,MONTREAL INTL A,0,0,77,2021,31
"20,8",0,"12,8",2021-06-24 00:00:00,6,24,"28,8",0,0,,MONTREAL INTL A,0,"2,8",66,2021,32
"22,3",0,"18,1",2021-06-25 00:00:00,6,25,"26,5",0,0,,MONTREAL INTL A,0,"4,3",63,2021,46
"21,5",0,"17,8",2021-06-26 00:00:00,6,26,"25,1","21,8",0,,MONTREAL INTL A,"21,8","3,5",97,2021,68
"27,1",0,"21,7",2021-06-27 00:00:00,6,27,"32,5",0,0,,MONTREAL INTL A,0,"9,1",88,2021,51
"27,3",0,"23,4",2021-06-28 00:00:00,6,28,"31,2","3,4",0,,MONTREAL INTL A,"3,4","9,3",87,2021,63
"25,5",0,"22,3",2021-06-29 00:00:00,6,29,"28,6","0,2",0,,MONTREAL INTL A,"0,2","7,5",89,2021,62
"23,2",0,"19,3",2021-06-30 00:00:00,6,30,27,31,0,,MONTREAL INTL A,31,"5,2",93,2021,71
"20,9",0,"16,5",2021-07-01 00:00:00,7,1,"25,2",0,0,,MONTREAL INTL A,0,"2,9",83,2021,46
"17,8","0,2","15,2",2021-07-02 00:00:00,7,2,"20,4",0,0,,MONTREAL INTL A,0,0,88,2021,62
"16,4","1,6","13,5",2021-07-03 00:00:00,7,3,"19,2",0,0,,MONTREAL INTL A,0,0,85,2021,65
"18,6",0,"13,1",2021-07-04 00:00:00,7,4,24,0,0,,MONTREAL INTL A,0,"0,6",86,2021,44
"20,5",0,"13,8",2021-07-05 00:00:00,7,5,"27,1",0,0,,MONTREAL INTL A,0,"2,5",91,2021,41
"23,6",0,"18,6",2021-07-06 00:00:00,7,6,"28,6",1,0,,MONTREAL INTL A,1,"5,6",83,2021,62
17,1,"14,3",2021-07-07 00:00:00,7,7,"19,7",0,0,,MONTREAL INTL A,0,0,76,2021,38
"16,9","1,1","14,2",2021-07-08 00:00:00,7,8,"19,5","18,2",0,,MONTREAL INTL A,"18,2",0,95,2021,61
"18,5",0,"14,8",2021-07-09 00:00:00,7,9,"22,1",0,0,,MONTREAL INTL A,0,"0,5",93,2021,59
"19,7",0,"13,1",2021-07-10 00:00:00,7,10,"26,3",0,0,,MONTREAL INTL A,0,"1,7",96,2021,38
21,0,"15,4",2021-07-11 00:00:00,7,11,"26,5",0,0,,MONTREAL INTL A,0,3,91,2021,38
"23,4",0,"18,3",2021-07-12 00:00:00,7,12,"28,5",0,0,,MONTREAL INTL A,0,"5,4",84,2021,47
"23,3",0,"20,3",2021-07-13 00:00:00,7,13,"26,3","6,2",0,,MONTREAL INTL A,"6,2","5,3",92,2021,66
"24,3",0,"20,9",2021-07-14 00:00:00,7,14,"27,7",0,0,,MONTREAL INTL A,0,"6,3",92,2021,62
"24,9",0,"19,6",2021-07-15 00:00:00,7,15,"30,2","3,8",0,,MONTREAL INTL A,"3,8","6,9",91,2021,49
"22,2",0,"18,9",2021-07-16 00:00:00,7,16,"25,5",0,0,,MONTREAL INTL A,0,"4,2",90,2021,55
"21,8",0,18,2021-07-17 00:00:00,7,17,"25,5",0,0,,MONTREAL INTL A,0,"3,8",91,2021,52
"22,3",0,"19,2",2021-07-18 00:00:00,7,18,"25,3","0,4",0,,MONTREAL INTL A,"0,4","4,3",88,2021,61
"23,5",0,"18,3",2021-07-19 00:00:00,7,19,"28,6",0,0,,MONTREAL INTL A,0,"5,5",94,2021,63
"21,3",0,"16,9",2021-07-20 00:00:00,7,20,"25,6",11,0,,MONTREAL INTL A,11,"3,3",92,2021,57
"19,9",0,"15,4",2021-07-21 00:00:00,7,21,"24,4","2,4",0,,MONTREAL INTL A,"2,4","1,9",89,2021,54
,,,2021-07-22 00:00:00,7,22,,0,0,,MONTREAL INTL A,0,,97,2021,34
"21,4",0,"16,3",2021-07-23 00:00:00,7,23,"26,4",0,0,,MONTREAL INTL A,0,"3,4",87,2021,44
22,0,16,2021-07-24 00:00:00,7,24,"27,9","0,6",0,,MONTREAL INTL A,"0,6",4,91,2021,37
"22,8",0,"18,1",2021-07-25 00:00:00,7,25,"27,5","13,6",0,,MONTREAL INTL A,"13,6","4,8",93,2021,57
"22,9",0,"17,3",2021-07-26 00:00:00,7,26,"28,5",0,0,,MONTREAL INTL A,0,"4,9",93,2021,47
"19,1",0,"15,8",2021-07-27 00:00:00,7,27,"22,4",2,0,,MONTREAL INTL A,2,"1,1",93,2021,60
19,0,"13,9",2021-07-28 00:00:00,7,28,"24,1",0,0,,MONTREAL INTL A,0,1,93,2021,42
"17,8","0,2","15,1",2021-07-29 00:00:00,7,29,"20,4","1,2",0,,MONTREAL INTL A,"1,2",0,93,2021,59
"16,7","1,3",14,2021-07-30 00:00:00,7,30,"19,4",0,0,,MONTREAL INTL A,0,0,93,2021,46
"17,6","0,4","11,5",2021-07-31 00:00:00,7,31,"23,7",0,0,,MONTREAL INTL A,0,0,79,2021,40
"17,2","0,8",14,2021-08-01 00:00:00,8,1,"20,4",0,0,,MONTREAL INTL A,0,0,87,2021,62
"19,5",0,"14,4",2021-08-02 00:00:00,8,2,"24,6",0,0,,MONTREAL INTL A,0,"1,5",93,2021,36
"21,1",0,16,2021-08-03 00:00:00,8,3,"26,2",0,0,,MONTREAL INTL A,0,"3,1",87,2021,47
"21,3",0,"16,3",2021-08-04 00:00:00,8,4,"26,3",0,0,,MONTREAL INTL A,0,"3,3",81,2021,47
"22,6",0,"15,6",2021-08-05 00:00:00,8,5,"29,6",0,0,,MONTREAL INTL A,0,"4,6",90,2021,41
"24,8",0,"19,2",2021-08-06 00:00:00,8,6,"30,3",0,0,,MONTREAL INTL A,0,"6,8",87,2021,37
"23,9",0,"19,3",2021-08-07 00:00:00,8,7,"28,4",1,0,,MONTREAL INTL A,1,"5,9",90,2021,56
"23,8",0,"19,1",2021-08-08 00:00:00,8,8,"28,4",0,0,,MONTREAL INTL A,0,"5,8",78,2021,51
"25,3",0,"20,3",2021-08-09 00:00:00,8,9,"30,3","0,4",0,,MONTREAL INTL A,"0,4","7,3",88,2021,52
"26,6",0,"21,5",2021-08-10 00:00:00,8,10,"31,6","10,8",0,,MONTREAL INTL A,"10,8","8,6",95,2021,53
"27,1",0,"22,7",2021-08-11 00:00:00,8,11,"31,4","5,6",0,,MONTREAL INTL A,"5,6","9,1",95,2021,58
"26,6",0,"23,2",2021-08-12 00:00:00,8,12,30,0,0,,MONTREAL INTL A,0,"8,6",87,2021,63
"26,7",0,"21,3",2021-08-13 00:00:00,8,13,"32,1",0,0,,MONTREAL INTL A,0,"8,7",93,2021,51
"21,6",0,"16,3",2021-08-14 00:00:00,8,14,"26,9",0,0,,MONTREAL INTL A,0,"3,6",86,2021,37
"18,7",0,"13,2",2021-08-15 00:00:00,8,15,"24,2",0,0,,MONTREAL INTL A,0,"0,7",78,2021,35
"19,8",0,"13,2",2021-08-16 00:00:00,8,16,"26,3",0,0,,MONTREAL INTL A,0,"1,8",90,2021,33
"21,3",0,"17,3",2021-08-17 00:00:00,8,17,"25,3","0,2",0,,MONTREAL INTL A,"0,2","3,3",93,2021,63
"25,4",0,"21,1",2021-08-18 00:00:00,8,18,"29,6","0,4",0,,MONTREAL INTL A,"0,4","7,4",95,2021,59
"23,5",0,21,2021-08-19 00:00:00,8,19,"25,9","1,4",0,,MONTREAL INTL A,"1,4","5,5",97,2021,79
26,0,"19,9",2021-08-20 00:00:00,8,20,"32,1",0,0,,MONTREAL INTL A,0,8,99,2021,48
"27,9",0,"21,7",2021-08-21 00:00:00,8,21,34,0,0,,MONTREAL INTL A,0,"9,9",95,2021,45
"28,2",0,24,2021-08-22 00:00:00,8,22,"32,4",0,0,,MONTREAL INTL A,0,"10,2",87,2021,51
"26,4",0,"21,6",2021-08-23 00:00:00,8,23,"31,1",0,0,,MONTREAL INTL A,0,"8,4",89,2021,52
"27,5",0,"21,9",2021-08-24 00:00:00,8,24,33,0,0,,MONTREAL INTL A,0,"9,5",89,2021,37
"26,6",0,"20,2",2021-08-25 00:00:00,8,25,"32,9",0,0,,MONTREAL INTL A,0,"8,6",85,2021,48
"28,4",0,"23,6",2021-08-26 00:00:00,8,26,"33,1",0,0,,MONTREAL INTL A,0,"10,4",85,2021,32
"21,3",0,"18,5",2021-08-27 00:00:00,8,27,24,0,0,,MONTREAL INTL A,0,"3,3",64,2021,40
"18,2",0,"15,5",2021-08-28 00:00:00,8,28,"20,8","1,4",0,,MONTREAL INTL A,"1,4","0,2",87,2021,54
"19,3",0,"16,2",2021-08-29 00:00:00,8,29,"22,4",8,0,,MONTREAL INTL A,8,"1,3",97,2021,85
"24,8",0,"20,5",2021-08-30 00:00:00,8,30,"29,1","6,9",0,,MONTREAL INTL A,"6,9","6,8",96,2021,35
"21,5",0,"16,6",2021-08-31 00:00:00,8,31,"26,3",0,0,,MONTREAL INTL A,0,"3,5",84,2021,39
"18,4",0,13,2021-09-01 00:00:00,9,1,"23,8",0,0,,MONTREAL INTL A,0,"0,4",74,2021,30
16,2,"11,9",2021-09-02 00:00:00,9,2,"20,1","0,2",0,,MONTREAL INTL A,"0,2",0,81,2021,47
"18,3",0,"12,8",2021-09-03 00:00:00,9,3,"23,8","0,2",0,,MONTREAL INTL A,"0,2","0,3",89,2021,50
"19,2",0,"13,7",2021-09-04 00:00:00,9,4,"24,7",0,0,,MONTREAL INTL A,0,"1,2",87,2021,37
"19,5",0,"15,5",2021-09-05 00:00:00,9,5,"23,4","15,2",0,,MONTREAL INTL A,"15,2","1,5",97,2021,63
"17,2","0,8","13,9",2021-09-06 00:00:00,9,6,"20,5","6,4",0,,MONTREAL INTL A,"6,4",0,96,2021,75
"17,5","0,5","12,5",2021-09-07 00:00:00,9,7,"22,5",0,0,,MONTREAL INTL A,0,0,93,2021,50
"18,8",0,"16,5",2021-09-08 00:00:00,9,8,"21,1","1,6",0,,MONTREAL INTL A,"1,6","0,8",93,2021,72
"20,1",0,"15,9",2021-09-09 00:00:00,9,9,"24,3","1,8",0,,MONTREAL INTL A,"1,8","2,1",93,2021,66
"17,4","0,6","14,2",2021-09-10 00:00:00,9,10,"20,5","0,4",0,,MONTREAL INTL A,"0,4",0,93,2021,42
"18,4",0,"14,1",2021-09-11 00:00:00,9,11,"22,7",0,0,,MONTREAL INTL A,0,"0,4",84,2021,52
"19,1",0,"14,3",2021-09-12 00:00:00,9,12,"23,8","0,6",0,,MONTREAL INTL A,"0,6","1,1",84,2021,46
"17,8","0,2","13,2",2021-09-13 00:00:00,9,13,"22,4",0,0,,MONTREAL INTL A,0,0,84,2021,41
"15,8","2,2","9,7",2021-09-14 00:00:00,9,14,"21,8",0,0,,MONTREAL INTL A,0,0,87,2021,49
"17,6","0,4","13,5",2021-09-15 00:00:00,9,15,"21,7","11,8",0,,MONTREAL INTL A,"11,8",0,95,2021,55
"16,7","1,3","10,1",2021-09-16 00:00:00,9,16,"23,3",0,0,,MONTREAL INTL A,0,0,95,2021,43
"19,5",0,"11,5",2021-09-17 00:00:00,9,17,"27,4",0,0,,MONTREAL INTL A,0,"1,5",89,2021,58
"18,6",0,"13,5",2021-09-18 00:00:00,9,18,"23,6",0,0,,MONTREAL INTL A,0,"0,6",93,2021,37
"15,2","2,8","10,4",2021-09-19 00:00:00,9,19,20,0,0,,MONTREAL INTL A,0,0,83,2021,43
"17,2","0,8","9,7",2021-09-20 00:00:00,9,20,"24,7",0,0,,MONTREAL INTL A,0,0,90,2021,43
"20,4",0,"15,6",2021-09-21 00:00:00,9,21,"25,2",0,0,,MONTREAL INTL A,0,"2,4",86,2021,50
21,0,"17,4",2021-09-22 00:00:00,9,22,"24,6","1,2",0,,MONTREAL INTL A,"1,2",3,87,2021,69
"24,7",0,"20,3",2021-09-23 00:00:00,9,23,"29,1","5,2",0,,MONTREAL INTL A,"5,2","6,7",93,2021,48
"18,4",0,"15,5",2021-09-24 00:00:00,9,24,"21,2",25,0,,MONTREAL INTL A,25,"0,4",97,2021,49
"16,9","1,1","12,2",2021-09-25 00:00:00,9,25,"21,6",0,0,,MONTREAL INTL A,0,0,92,2021,50
"16,2","1,8","12,4",2021-09-26 00:00:00,9,26,"19,9",0,0,,MONTREAL INTL A,0,0,85,2021,47
"13,5","4,5","10,4",2021-09-27 00:00:00,9,27,"16,6","3,6",0,,MONTREAL INTL A,"3,6",0,98,2021,71
"10,9","7,1","5,9",2021-09-28 00:00:00,9,28,"15,8","0,6",0,,MONTREAL INTL A,"0,6",0,92,2021,49
"11,4","6,6","8,8",2021-09-29 00:00:00,9,29,14,0,0,,MONTREAL INTL A,0,0,91,2021,62
"11,8","6,2","6,8",2021-09-30 00:00:00,9,30,"16,8","0,4",0,,MONTREAL INTL A,"0,4",0,90,2021,50
"12,4","5,6","7,3",2021-10-01 00:00:00,10,1,"17,4","0,4",0,,MONTREAL INTL A,"0,4",0,90,2021,49
"11,8","6,2","11,1",2021-10-02 00:00:00,10,2,"12,5","5,8",0,,MONTREAL INTL A,"5,8",0,97,2021,92
"12,8","5,2","8,9",2021-10-03 00:00:00,10,3,"16,7",1,0,,MONTREAL INTL A,1,0,95,2021,60
"11,9","6,1",7,2021-10-04 00:00:00,10,4,"16,8",0,0,,MONTREAL INTL A,0,0,89,2021,69
"13,5","4,5","9,2",2021-10-05 00:00:00,10,5,"17,8",0,0,,MONTREAL INTL A,0,0,97,2021,64
"14,4","3,6",8,2021-10-06 00:00:00,10,6,"20,8",0,0,,MONTREAL INTL A,0,0,99,2021,48
"14,5","3,5","7,8",2021-10-07 00:00:00,10,7,"21,2",0,0,,MONTREAL INTL A,0,0,98,2021,56
"15,5","2,5","8,3",2021-10-08 00:00:00,10,8,"22,7",0,0,,MONTREAL INTL A,0,0,98,2021,48
15,3,"9,7",2021-10-09 00:00:00,10,9,"20,3",0,0,,MONTREAL INTL A,0,0,94,2021,55
"16,2","1,8","13,3",2021-10-10 00:00:00,10,10,"19,1","0,4",0,,MONTREAL INTL A,"0,4",0,84,2021,64
"17,8","0,2","13,8",2021-10-11 00:00:00,10,11,"21,7",0,0,,MONTREAL INTL A,0,0,95,2021,65
"18,1",0,"12,4",2021-10-12 00:00:00,10,12,"23,8",0,0,,MONTREAL INTL A,0,"0,1",97,2021,55
"16,7","1,3","12,8",2021-10-13 00:00:00,10,13,"20,5","0,6",0,,MONTREAL INTL A,"0,6",0,97,2021,71
"18,4",0,"16,8",2021-10-14 00:00:00,10,14,20,0,0,,MONTREAL INTL A,0,"0,4",98,2021,82
"17,8","0,2","14,7",2021-10-15 00:00:00,10,15,"20,9","0,6",0,,MONTREAL INTL A,"0,6",0,98,2021,83
"15,8","2,2","11,4",2021-10-16 00:00:00,10,16,"20,1","19,6",0,,MONTREAL INTL A,"19,6",0,97,2021,82
"10,8","7,2","7,8",2021-10-17 00:00:00,10,17,"13,8","0,2",0,,MONTREAL INTL A,"0,2",0,92,2021,60
"9,7","8,3","7,2",2021-10-18 00:00:00,10,18,"12,1","0,8",0,,MONTREAL INTL A,"0,8",0,91,2021,60
"8,6","9,4","5,9",2021-10-19 00:00:00,10,19,"11,2",0,0,,MONTREAL INTL A,0,0,92,2021,62
"11,2","6,8","4,2",2021-10-20 00:00:00,10,20,"18,2",0,0,,MONTREAL INTL A,0,0,93,2021,53
"11,6","6,4","9,5",2021-10-21 00:00:00,10,21,"13,6","5,8",0,,MONTREAL INTL A,"5,8",0,99,2021,74
"8,9","9,1","4,1",2021-10-22 00:00:00,10,22,"13,7","14,2",0,,MONTREAL INTL A,"14,2",0,98,2021,66
"4,9","13,1","1,6",2021-10-23 00:00:00,10,23,"8,2",0,0,,MONTREAL INTL A,0,0,86,2021,56
"7,2","10,8","2,5",2021-10-24 00:00:00,10,24,"11,9",0,0,,MONTREAL INTL A,0,0,85,2021,47
"5,4","12,6",3,2021-10-25 00:00:00,10,25,"7,8","1,2",0,,MONTREAL INTL A,"1,2",0,89,2021,76
"9,3","8,7","7,2",2021-10-26 00:00:00,10,26,"11,3","7,2",0,,MONTREAL INTL A,"7,2",0,89,2021,61
"9,4","8,6","6,1",2021-10-27 00:00:00,10,27,"12,6",0,0,,MONTREAL INTL A,0,0,78,2021,53
"7,1","10,9","3,4",2021-10-28 00:00:00,10,28,"10,8",0,0,,MONTREAL INTL A,0,0,87,2021,55
"6,8","11,2","0,9",2021-10-29 00:00:00,10,29,"12,7",0,0,,MONTREAL INTL A,0,0,92,2021,51
"7,6","10,4","2,5",2021-10-30 00:00:00,10,30,"12,7","12,8",0,,MONTREAL INTL A,"12,8",0,97,2021,72
"9,5","8,5","7,8",2021-10-31 00:00:00,10,31,"11,1",38,0,,MONTREAL INTL A,38,0,97,2021,79
"7,6","10,4","3,7",2021-11-01 00:00:00,11,1,"11,4",0,0,,MONTREAL INTL A,0,0,80,2021,40
"5,5","12,5","1,9",2021-11-02 00:00:00,11,2,9,"4,4",0,,MONTREAL INTL A,"4,4",0,94,2021,60
"1,7","16,3","-2,8",2021-11-03 00:00:00,11,3,"6,1",0,0,,MONTREAL INTL A,0,0,97,2021,48
"1,3","16,7","-3,6",2021-11-04 00:00:00,11,4,"6,2",0,0,,MONTREAL INTL A,0,0,90,2021,42
"3,4","14,6",-1,2021-11-05 00:00:00,11,5,"7,7",0,0,,MONTREAL INTL A,0,0,86,2021,44
5,13,"-0,2",2021-11-06 00:00:00,11,6,"10,1",0,0,,MONTREAL INTL A,0,0,83,2021,48
7,11,"1,1",2021-11-07 00:00:00,11,7,"12,8",0,0,,MONTREAL INTL A,0,0,80,2021,44
10,8,"5,5",2021-11-08 00:00:00,11,8,"14,4",0,0,,MONTREAL INTL A,0,0,96,2021,60
"9,6","8,4","4,3",2021-11-09 00:00:00,11,9,"14,9",0,0,,MONTREAL INTL A,0,0,95,2021,41
"6,2","11,8","0,6",2021-11-10 00:00:00,11,10,"11,8",0,0,,MONTREAL INTL A,0,0,78,2021,38
"3,5","14,5","-1,5",2021-11-11 00:00:00,11,11,"8,5",0,0,,MONTREAL INTL A,0,0,83,2021,48
"7,1","10,9","3,4",2021-11-12 00:00:00,11,12,"10,8","21,8",0,,MONTREAL INTL A,"21,8",0,96,2021,51
"4,5","13,5","0,9",2021-11-13 00:00:00,11,13,"8,1",3,0,,MONTREAL INTL A,3,0,93,2021,77
"3,5","14,5","0,9",2021-11-14 00:00:00,11,14,6,3,0,,MONTREAL INTL A,3,0,93,2021,55
"2,5","15,5","0,8",2021-11-15 00:00:00,11,15,"4,2","5,8",0,,MONTREAL INTL A,"5,8",0,94,2021,72
"-0,5","18,5","-3,7",2021-11-16 00:00:00,11,16,"2,8",0,0,,MONTREAL INTL A,0,0,89,2021,54
"-1,6","19,6","-5,2",2021-11-17 00:00:00,11,17,"2,1","2,8",0,,MONTREAL INTL A,"2,8",0,97,2021,62
"4,8","13,2",2,2021-11-18 00:00:00,11,18,"7,6",6,0,,MONTREAL INTL A,6,0,98,2021,73
"1,3","16,7","-1,7",2021-11-19 00:00:00,11,19,"4,3",0,0,,MONTREAL INTL A,0,0,84,2021,53
"0,2","17,8","-4,5",2021-11-20 00:00:00,11,20,"4,8",0,0,,MONTREAL INTL A,0,0,88,2021,48
"4,5","13,5","2,3",2021-11-21 00:00:00,11,21,"6,7","4,4",0,,MONTREAL INTL A,"4,4",0,93,2021,61
"1,8","16,2","-3,8",2021-11-22 00:00:00,11,22,"7,4",2,0,,MONTREAL INTL A,2,0,90,2021,42
"-3,5","21,5","-5,5",2021-11-23 00:00:00,11,23,"-1,4",0,0,,MONTREAL INTL A,0,0,75,2021,47
-3,21,-8,2021-11-24 00:00:00,11,24,2,0,0,,MONTREAL INTL A,0,0,84,2021,54
"0,2","17,8","-2,8",2021-11-25 00:00:00,11,25,"3,2","1,2",0,,MONTREAL INTL A,"1,2",0,97,2021,69
"0,7","17,3","-1,7",2021-11-26 00:00:00,11,26,3,"15,4","3,6",0,MONTREAL INTL A,"5,2",0,98,2021,78
"-4,2","22,2","-6,6",2021-11-27 00:00:00,11,27,"-1,7",0,0,2,MONTREAL INTL A,0,0,79,2021,65
